"state_id" "district" "incumbent" "dem_votes" "rep_votes" "dem_prop_88" "dem_prop_86"
"1" 1 1 1 176463 51985 0.772442744081804 0.745036174097959
"2" 1 2 1 143326 81965 0.636181649511077 0.673845451516984
"3" 1 3 1 147394 74275 0.66492833910019 0.696456649723919
"4" 1 4 -1 55751 147843 0.273834199436133 0.464590079813606
"5" 1 5 -1 58612 163729 0.263613098798692 0.39109451661678
"6" 1 6 -1 78814 157020 0.33419269486164 0.358245357103732
"7" 2 1 1 190989 111125 0.632175271586222 0.548597979361392
"8" 2 2 -1 85346 167229 0.337903592992181 0.226702844311377
"9" 3 1 -1 38907 186356 0.172718111718303 0.221815965874467
"10" 3 4 1 169729 71661 0.703131861303285 1
"11" 3 6 1 177643 77186 0.697106687229475 1
"12" 3 8 1 165745 40316 0.804349197567711 0.722179283693327
"13" 3 10 1 187178 93564 0.666726033154996 0.710861900613346
"14" 3 11 1 169692 40277 0.808176445094276 1
"15" 4 1 -1 86623 131824 0.396540121860222 0.436459378933448
"16" 4 2 -1 89677 119742 0.428218069993649 0.257782177186173
"17" 5 1 1 84141 105506 0.443671663669871 0.576894910289271
"18" 5 2 -1 56129 145218 0.278767500881563 0.281852720479932
"19" 6 98 0 45330 98937 0.314209070681445 0
"20" 11 98 1 158338 76179 0.675166405846911 0.664203899624027
"21" 12 1 1 141988 60037 0.702823907932187 0.762170666492761
"22" 12 2 1 134505 67759 0.664997231341217 0.704449188153427
"23" 12 3 1 117024 107479 0.52125806782092 0.587008955223881
"24" 12 4 -1 79066 155283 0.33738569398632 0.385111220495511
"25" 12 5 -1 54828 175562 0.23797907895308 0.254315732843874
"26" 12 6 1 120125 74824 0.616186797572698 0.704572514778685
"27" 12 7 -1 52189 153350 0.253912882713256 0.209585660920525
"28" 12 9 1 142012 68363 0.675042186571598 0.690235638379794
"29" 12 10 0 84681 13848 0.859452546965868 1
"30" 12 11 -1 64773 154654 0.295191567127108 0.319805650987608
"31" 12 12 -1 71596 165918 0.301439073065167 0.365143170368824
"32" 12 13 -1 73561 167470 0.305193107940472 0.346410486962283
"33" 12 14 1 104001 47293 0.687409943553611 0.725802552975978
"34" 13 1 1 105624 102327 0.507927348269544 0.547840916508911
"35" 13 2 1 107646 66972 0.616465656461533 0.665100140129453
"36" 13 3 1 128336 91122 0.584786154981819 0.581806971846597
"37" 13 4 -1 59479 151038 0.282537752295539 0.320932287639457
"38" 13 5 -1 68930 134881 0.338205494305999 0.347260144831391
"39" 13 10 1 107056 24313 0.814925895759274 1
"40" 13 13 1 81305 27536 0.747007102103068 0.848104956268222
"41" 13 14 -1 57503 99179 0.367004505941972 0.30184563214791
"42" 13 15 -1 64425 107599 0.374511696042413 0.419953966182083
"43" 13 17 1 157339 29156 0.843663368991126 0.859171854247793
"44" 13 19 0 77158 37454 0.673210484067986 0.5
"45" 13 20 -1 102235 96465 0.514519375943634 0.452718329365052
"46" 13 21 -1 47294 150443 0.239176279603716 0.217308621337484
"47" 13 22 -1 54312 144227 0.273558343700734 0.281106975041191
"48" 13 23 0 145040 89858 0.617459493056561 1
"49" 13 24 -1 62177 162962 0.276171609538996 0.295627890216804
"50" 13 26 -1 43585 131043 0.249587694985913 0
"51" 13 27 0 90854 124928 0.421045314252347 0.497170340101615
"52" 13 29 -1 51243 132608 0.278720268043144 0.255373493256061
"53" 13 30 1 128364 89126 0.590206446273392 0.50991602959237
"54" 13 31 0 102777 117710 0.466136325497648 0.422121162904012
"55" 13 32 1 133917 50229 0.727232739239516 1
"56" 14 1 1 128076 39749 0.76315209295397 0.747439318846105
"57" 14 3 1 135590 78909 0.632124159086989 0.617798586795189
"58" 14 4 1 124041 52402 0.703008903725282 0.609583999773528
"59" 14 5 -1 42758 153453 0.217918465325593 0.342597248594652
"60" 14 6 1 114119 65278 0.636125464751362 0.691140845070423
"61" 14 7 -1 73745 155387 0.321845050014839 0.38712675664394
"62" 14 8 1 128153 93648 0.577783688982466 0.550340869699187
"63" 14 10 -1 51179 140096 0.267567638217227 0.253369509792195
"64" 14 13 -1 76424 152191 0.334291275725565 0.414808056624168
"65" 14 14 1 135181 36719 0.786393251890634 1
"66" 14 15 -1 79127 106951 0.425235653865583 0.432257721868575
"67" 14 16 -1 48169 136944 0.260214031429451 0.254462469393341
"68" 14 18 1 136924 80975 0.628382874634578 0.630044517565083
"69" 14 19 -1 42819 145381 0.227518597236982 0.271150512099535
"70" 14 21 -1 38288 141832 0.212569398178992 0.191486266294227
"71" 14 22 1 123428 47039 0.724058028826694 1
"72" 14 23 -1 63476 105575 0.375484321299489 0.445215027531888
"73" 21 2 1 138256 28831 0.827449173185227 0.838291799319354
"74" 21 3 1 132111 80181 0.622307953196541 0.661766312906979
"75" 21 4 -1 91282 90243 0.502861864756921 0.484492882115793
"76" 21 5 1 93567 59128 0.612770555682897 0.703610798266271
"77" 21 6 -1 54804 153425 0.263191006055833 0.246153846153846
"78" 21 8 1 107728 34659 0.756585924276795 0.787347039598693
"79" 21 9 1 135583 67604 0.667281863505047 0.716383552331734
"80" 21 10 -1 60187 158519 0.275195925123225 0.248798489529694
"81" 21 11 1 131753 72489 0.645082793940522 0.706954550561426
"82" 21 12 -1 54769 165913 0.248180640015951 0.222866119741665
"83" 21 13 -1 74424 172992 0.300805121738287 0.266076207555048
"84" 21 14 -1 57482 161146 0.262921492215087 0.476301149877017
"85" 21 15 -1 55260 140171 0.282759644068751 0
"86" 21 16 -1 72431 128365 0.360719337038586 0.331396644830983
"87" 21 17 1 132130 71560 0.648681820413373 0.556469523195457
"88" 21 18 -1 94763 114458 0.452932545012212 0.37394698584032
"89" 21 19 1 132889 73981 0.642379272006574 0.664142123604976
"90" 21 20 1 153341 69303 0.688727295592965 0.680968753867429
"91" 21 21 1 105836 95385 0.525968959502239 0.503612999134106
"92" 21 22 1 139392 75462 0.648775447513195 0.532326340021165
"93" 22 1 1 138251 41076 0.770943583509455 0.741050281994922
"94" 22 2 1 116915 102846 0.532009774254759 0.622950221622312
"95" 22 3 -1 97934 116309 0.457116451879408 0.499845304158356
"96" 22 4 -1 80915 132843 0.378535540190309 0.301496817514164
"97" 22 5 1 116240 90163 0.563170108961595 0.516844873591461
"98" 22 6 -1 71447 192064 0.271134791336984 0.311017846956238
"99" 22 7 -1 80738 130578 0.382072346627799 0.321229953440248
"100" 22 8 1 141355 87321 0.618145323514492 0.532649514601894
"101" 22 9 1 147193 60946 0.707186063159715 0.722141043453265
"102" 22 10 1 105846 68978 0.605443188578227 0.583783646219493
"103" 23 2 -1 98290 120070 0.450128228613299 0.409613344117058
"104" 23 3 1 112605 83769 0.573421124996181 0.603690240647863
"105" 23 4 -1 54428 132270 0.291529636096798 0.371792237952749
"106" 23 5 1 62868 166569 0.274009858915519 0.287622622799872
"107" 23 6 1 120581 81079 0.597942080729941 0.56672717646169
"108" 23 7 1 150832 47071 0.762151154858693 0.802907839109088
"109" 23 8 1 139904 54195 0.720786814975863 0.726362965227701
"110" 23 9 -1 64843 149748 0.302170174890839 0.355794492207913
"111" 23 10 -1 55398 152646 0.266280209955586 0.488482296501017
"112" 23 11 -1 86526 129085 0.401306055813479 0.367379365134192
"113" 23 12 1 108158 91780 0.540957696886035 0.663534844986183
"114" 23 13 1 99751 13196 0.883166440897058 0.860463807272318
"115" 23 14 1 111612 64750 0.632857418264706 0.731838394407058
"116" 23 15 1 104596 56963 0.647416733205826 0.756590441433397
"117" 23 17 1 135493 55197 0.710540668100058 0.772798175263042
"118" 23 18 -1 57643 195579 0.227638198892671 0.262283658195024
"119" 24 1 1 117682 90738 0.564638710296517 0.617266010356331
"120" 24 2 -1 58637 153162 0.276852109783332 0.292561393585574
"121" 24 3 1 141953 42664 0.768905355411474 0.736533361302986
"122" 24 5 0 80292 123838 0.393337578993778 0.349719530851606
"123" 24 6 -1 52635 152235 0.256919021818714 0.283854850547778
"124" 24 7 -1 50423 142597 0.261231996684281 0
"125" 24 8 -1 49084 154164 0.241498071321735 0.319312919057165
"126" 24 9 1 157557 36183 0.813239393000929 0.775161605118535
"127" 24 10 -1 56893 143673 0.283662235872481 0.295596406467304
"128" 24 11 1 124600 78028 0.614919951832915 0.744505416394188
"129" 24 12 -1 41178 154727 0.210193716342105 0.265993077344489
"130" 24 13 1 137074 59287 0.698071409292069 0.628168774456984
"131" 24 14 1 148951 50356 0.747344548861806 0.537245918564884
"132" 24 15 -1 49441 146854 0.251870908581472 0.363204013160038
"133" 24 16 -1 43356 158824 0.214442575922445 0.236617262423714
"134" 24 17 1 162526 47929 0.772260103109929 0.722554085114829
"135" 24 18 1 151306 46130 0.766354666828745 1
"136" 24 19 1 168065 70359 0.70489967452941 0.547802662455126
"137" 24 20 1 146715 30944 0.825823628411733 0.848635008029365
"138" 24 21 1 148388 24804 0.856783223243568 0.8155170161343
"139" 25 1 1 158552 49620 0.761639413561862 0.754977518592444
"140" 25 2 1 151501 107457 0.585040817429853 0.556652349342705
"141" 25 3 -1 72935 157513 0.316492223842255 0.358914995271374
"142" 25 5 1 140518 78307 0.64214783502799 1
"143" 25 6 -1 57552 165923 0.257532162434277 0
"144" 25 7 1 142197 86077 0.62292245284176 0.627248571495756
"145" 25 8 -1 72708 167275 0.302971460478451 0.3264320771603
"146" 25 9 -1 62003 185093 0.250926765305792 0.217787849065963
"147" 31 1 -1 71280 112746 0.38733657200613 0.336227917962987
"148" 31 2 -1 86438 113543 0.432231061950885 0.386575018497901
"149" 31 3 1 129204 74682 0.633707071598835 0.546170449342665
"150" 31 4 1 157065 62056 0.716795742991315 0.683637962679719
"151" 31 5 -1 66599 117761 0.361244304621393 0.407809050196062
"152" 31 6 -1 69614 125859 0.356131025768265 0.490495929494361
"153" 32 2 1 135694 49498 0.7327206358806 0.706384037355039
"154" 32 3 -1 53959 150223 0.264269132440666 0
"155" 32 4 1 122777 69165 0.639656771316335 0.64501978623899
"156" 32 5 -1 54327 127722 0.298419656246395 0.289278325422904
"157" 33 1 1 161118 67709 0.704103973744357 0.723772886356405
"158" 33 2 -1 96016 131639 0.421760998001362 0.484042471062343
"159" 33 3 -1 99770 215322 0.316637680423495 0.298637827127879
"160" 33 4 1 181227 67073 0.729871123640757 0.728788780500427
"161" 33 5 1 174416 60646 0.741999982983213 0.737168952326338
"162" 33 6 1 169486 89209 0.655157618044415 0.658094229373193
"163" 33 7 -1 101011 121396 0.454171856101651 0.499678066483262
"164" 33 8 1 165656 56630 0.745238116660518 0.725636652355467
"165" 34 1 1 140751 53109 0.726044568245125 0.661450273533707
"166" 34 2 -1 91645 186450 0.329545658857585 0.480796512942821
"167" 34 3 1 150205 86763 0.633861956044698 0.689652516515093
"168" 34 4 1 166480 65393 0.717979238634942 1
"169" 34 5 1 149166 60453 0.711605341118887 0.719740685331624
"170" 34 6 -1 93128 135883 0.406652955534887 0.432818601348953
"171" 34 7 0 111244 127939 0.465099944394041 0.330150556301723
"172" 34 8 -1 84801 117601 0.418973132676555 0.47474680435908
"173" 34 9 1 160872 76008 0.679128672745694 0.574791355872291
"174" 35 1 -1 72167 146231 0.330438007674063 0.355393337532886
"175" 35 2 0 112174 109193 0.506733162576174 0.414096657075103
"176" 35 3 -1 45183 170302 0.209680488201035 0.301691925757135
"177" 36 98 1 212583 84475 0.715627924513058 0.763496171186279
"178" 37 98 1 223759 88157 0.717369419972044 0.591813559848545
"179" 40 1 -1 49614 135937 0.267387402924263 0.439792610895563
"180" 40 2 1 106666 62564 0.630301955917981 0.541509321461224
"181" 40 5 1 97242 78396 0.553650121272162 1
"182" 40 6 1 118369 66935 0.63878275698312 0.698679928096863
"183" 40 8 -1 93561 154761 0.376772899702805 0.382241679772177
"184" 40 9 1 113309 65410 0.634006457063882 1
"185" 40 10 -1 88284 187850 0.31971434158778 0.398022840468884
"186" 41 1 -1 77670 115173 0.40276286927708 0
"187" 41 5 1 120142 64491 0.650707078366273 0.789044509041489
"188" 41 6 1 138920 68788 0.668823540739885 0.728901697888603
"189" 41 7 1 136074 63372 0.682259859811678 0.59770153065455
"190" 42 1 1 -9 -9 0.5 0.642177159856718
"191" 42 2 1 168889 33475 0.8345802613113 0.75747098048901
"192" 42 3 -1 54767 161623 0.253093950737095 0.201969874449376
"193" 42 4 1 129508 57658 0.691941912526848 0.833857499186639
"194" 43 1 1 142449 70534 0.668828028528099 0.637526164311879
"195" 43 4 1 124817 125608 0.498420684835779 0.5
"196" 43 6 0 118756 135415 0.467228755444169 0.70165073594089
"197" 43 8 -1 62539 169165 0.269909021855471 0.5
"198" 43 10 -1 56536 156563 0.265303919774377 0.288256062165919
"199" 43 11 1 168390 108373 0.608426704436648 0.727217722260174
"200" 43 13 0 93700 231170 0.288423061532305 0.25028743891923
"201" 43 14 0 173292 142635 0.548519119923273 0.737567875923241
"202" 43 15 -1 67746 132090 0.33900798654897 0.5
"203" 43 16 1 153032 67461 0.694044708902323 0.696546373980002
"204" 43 19 1 135355 51628 0.723889337533359 0.690549777944841
"205" 44 1 1 94531 46552 0.670038204461204 1
"206" 44 2 1 85029 52807 0.616885283960649 1
"207" 44 4 -1 148394 97745 0.602886986621381 0.467724241639857
"208" 44 5 1 135194 37693 0.781978980490147 0.753116139299303
"209" 44 6 -1 76824 110169 0.410838908408336 0.404553511639816
"210" 44 7 1 135056 73425 0.647809632532461 0.663805822043482
"211" 44 9 1 121800 71905 0.628791203118144 1
"212" 44 10 1 118156 66521 0.639798134039431 0.672642099744635
"213" 45 8 -1 88564 116241 0.432430848856229 0.486411569749925
"214" 46 1 1 137445 38381 0.781710327255355 0.664211145256665
"215" 46 2 1 112401 59827 0.652629073089161 0.517067271994399
"216" 46 3 1 164651 20729 0.888181033552703 1
"217" 46 4 0 110184 88433 0.554756138699104 0.715104700480797
"218" 46 5 0 82034 100185 0.450194546123072 0.176559372641664
"219" 47 1 1 118027 63013 0.651938798055678 0.695407298868996
"220" 47 4 1 131896 95482 0.580073709857594 0.556574222168573
"221" 47 5 1 110516 99540 0.526126366302319 0.541175291693545
"222" 47 6 -1 70008 116534 0.375293499587224 0.4997267929644
"223" 47 7 1 102392 49855 0.672538703554093 0.642046282798834
"224" 47 8 1 99214 93463 0.514923940065498 0.578691922802001
"225" 47 9 -1 71802 139014 0.340590846994536 0.48687033820374
"226" 47 10 -1 71865 112554 0.389683275584403 0.425080685501278
"227" 47 11 1 108436 106907 0.503550150225454 0.506936294590465
"228" 48 1 -1 57691 101572 0.362237305588869 0.479575808593174
"229" 48 2 -1 83978 94960 0.469313393465893 0.464015994512831
"230" 48 3 1 89071 75571 0.540998044241445 0.68431023147988
"231" 48 4 1 90234 82793 0.521502424477105 0.520845639670449
"232" 48 5 1 107959 46622 0.698397603845233 1
"233" 48 6 1 120719 37958 0.760784486724604 0.755379332897319
"234" 49 1 1 122566 74357 0.622405711877231 1
"235" 49 3 -1 50627 227882 0.181778685787533 0
"236" 49 4 1 139379 67337 0.674253565277966 0.71658414023127
"237" 49 5 1 95376 59877 0.614326293211725 0.589697498844435
"238" 49 6 -1 78786 164692 0.323585703841826 0.441991454098148
"239" 49 7 -1 48824 185203 0.208625500476441 0.119715154641975
"240" 49 13 0 98345 89105 0.524646572419312 0.350737659202213
"241" 49 14 -1 111395 96042 0.537006416405945 0.47674655537053
"242" 49 19 -1 53932 113068 0.322946107784431 0.380143290262037
"243" 49 20 1 94527 36801 0.719777960526316 1
"244" 49 22 -1 58471 125733 0.317425245922998 0.282331186994312
"245" 49 23 1 116423 60559 0.657823959498706 1
"246" 49 25 1 113499 44043 0.720436455040561 1
"247" 49 26 -1 86490 194944 0.307318945116795 0.318979020791774
"248" 51 2 1 92184 59907 0.606110815235615 1
"249" 51 3 1 131981 57387 0.696955134975286 0.736294938494577
"250" 51 4 -1 50575 145609 0.257793703869836 0.443553961096666
"251" 51 6 -1 45339 128898 0.260214535374232 0.257432425822483
"252" 51 7 1 96946 68165 0.587156518947859 0.796104649119724
"253" 52 1 1 96128 94588 0.504037416892133 0.668145317227416
"254" 52 2 -1 63114 157956 0.285493282670647 0.413471157052351
"255" 52 3 1 133779 49733 0.728993199354811 0.791079904907079
"256" 52 4 1 128624 59688 0.683036662560007 0.501634213650309
"257" 52 5 1 128437 34909 0.786288002154935 0.819341317365269
"258" 52 6 1 166753 54528 0.753580289315395 0.722251446607049
"259" 52 8 -1 102478 172619 0.372515876218207 0.471287455474502
"260" 53 1 -1 93101 103458 0.47365422087007 0.438626566701285
"261" 53 2 1 136009 73659 0.648687448728466 0.732662564443705
"262" 53 5 -1 53668 139182 0.278288825512056 0.293812893592157
"263" 53 6 1 122887 45239 0.730922046560318 0.5
"264" 54 1 -1 29469 119526 0.197785160575858 0.311220156648108
"265" 54 2 0 77540 99631 0.437656275575574 0.237879889946555
"266" 54 3 1 108264 80372 0.573930744926737 0.539355079860263
"267" 54 6 1 123652 38033 0.764771005349909 0.76825334766885
"268" 54 7 -1 35237 142025 0.198784849544742 0.276942741860967
"269" 54 8 0 94571 56893 0.624379390482227 0.804001865745389
"270" 56 1 1 119256 40732 0.745405905442908 1
"271" 56 3 1 120192 41478 0.743440341436259 0.649128990474848
"272" 56 4 1 78812 49753 0.613012872865865 0.712509332125767
"273" 61 1 -1 71388 184639 0.278829967151902 0.286574470826122
"274" 61 2 1 99895 36309 0.733421925934628 0.75902359450084
"275" 61 3 -1 72417 174453 0.293340624620245 0
"276" 61 5 -1 78115 164462 0.322021461226745 0.351489200249329
"277" 62 1 1 133922 57587 0.699298727474949 0.683682542137003
"278" 62 2 1 147437 87578 0.627351445652405 0.514642746325915
"279" 62 3 1 169284 47625 0.780437879479413 0.518614605598795
"280" 62 4 -1 57552 156202 0.269244084321229 0.30204874792115
"281" 62 5 -1 60116 181612 0.248692745565263 0.302278839674962
"282" 62 6 -1 77158 136487 0.361150506681645 0.340305828955769
"283" 63 1 -1 70328 135221 0.342147127935431 0.331286471854268
"284" 63 2 1 127956 68226 0.65223109153745 0.543539614798247
"285" 64 1 1 115278 74405 0.607740282471281 0.61666802311386
"286" 64 2 -1 78069 97465 0.444751444164663 0.46532937880618
"287" 65 1 1 101764 53588 0.655054328235234 0.551207074849339
"288" 65 2 -1 75163 105981 0.414935079273948 0.415871305418719
"289" 66 1 0 84138 89985 0.483210144552988 0.291018226840315
"290" 66 3 1 124938 45954 0.731093322098167 0.712966823515397
"291" 67 1 -1 87976 130893 0.401957335209646 0.484400399169025
"292" 67 2 1 112129 80212 0.582969829625509 0.557851299605477
"293" 67 3 -1 60018 129951 0.315935757939453 0.329630518419891
"294" 68 98 -1 56527 118350 0.323238619143741 0.305281405871567
"295" 71 1 1 159815 72189 0.688845881967552 0.71737708322517
"296" 71 2 -1 91088 139010 0.395866109223027 0.404653937947494
"297" 71 3 1 183470 74296 0.711769589472622 0.759467684975164
"298" 71 5 1 133530 33692 0.79851933358051 0.772949781700656
"299" 71 6 1 176645 64174 0.733517704167861 0.738540547243118
"300" 71 7 1 170006 78478 0.684172824004765 0.665623174111379
"301" 71 8 1 163221 76531 0.680790984016817 0.6131192106323
"302" 71 9 1 152866 56656 0.729594028312063 0.697155844953621
"303" 71 11 1 145484 50050 0.74403428559739 0.740828636408583
"304" 71 12 0 121523 136384 0.471189227124506 0.384722590921157
"305" 71 13 1 143980 63959 0.692414602359346 0.697287147944319
"306" 71 14 -1 103899 173876 0.374040140401404 0.267312708538027
"307" 71 15 1 118710 47957 0.712258575482849 0.723377617027196
"308" 71 16 1 117452 48375 0.708280316233183 0.803268207375092
"309" 71 17 -1 51730 129568 0.285331332943552 0.397927700058995
"310" 71 18 1 125715 54034 0.699391929857746 0.712705513846067
"311" 71 19 -1 112033 116026 0.49124568642325 0.271223624678205
"312" 71 20 -1 62037 162779 0.275945662230446 0.273869374804487
"313" 71 21 0 75539 181413 0.293980976991812 0.2920728668128
"314" 71 22 -1 61555 164699 0.272061488415674 0.23786271417151
"315" 71 23 1 147858 77184 0.657024022182526 0.674020886279645
"316" 71 24 1 112038 36835 0.752574341888724 1
"317" 71 26 1 126930 53518 0.703415942543004 0.650673618435454
"318" 71 27 1 148814 65307 0.694999556325629 0.650144570792578
"319" 71 28 1 109801 28645 0.793096225243055 0.781776138674858
"320" 71 29 1 88169 14543 0.858409922891191 0.853304792276441
"321" 71 30 1 72253 43833 0.622409248315904 0.637868792573651
"322" 71 31 1 100919 36017 0.736979318805866 0.717798376889286
"323" 71 32 1 114666 50710 0.693365421826625 0.699380308612477
"324" 71 33 -1 57586 151704 0.275149314348512 0.272098149865216
"325" 71 34 1 92087 50954 0.643780454554988 0.603327185339306
"326" 71 35 -1 71186 181203 0.282048742219352 0.231473148220854
"327" 71 36 1 103493 81413 0.559706012784875 0.571129860065215
"328" 71 37 -1 89666 174284 0.33970827808297 0.363159647078409
"329" 71 38 1 52399 87690 0.374040788355974 0.433964528489503
"330" 71 39 -1 52162 169360 0.235470969023393 0.235453939326592
"331" 71 40 0 80782 181269 0.308268237862096 0.387041991273345
"332" 71 41 -1 88192 187380 0.320032514188669 0.309315241335802
"333" 71 42 0 78778 153280 0.339475475958597 0.253184357541899
"334" 71 43 -1 72499 202478 0.263654778399648 0.247112417017964
"335" 71 44 1 90796 55511 0.620585481214159 0.659929290283961
"336" 71 45 -1 54012 166451 0.244993490971274 0.216216216216216
"337" 72 1 1 179915 78626 0.695885758931852 0.617038338003739
"338" 72 2 -1 74700 125366 0.373376785660732 0.398134506333139
"339" 72 4 1 108483 42220 0.719846320245781 0.540671741043112
"340" 72 5 -1 110782 111489 0.498409599092999 0.395252550481277
"341" 73 1 -1 122646 152265 0.446129838384059 0.486174776834884
"342" 73 3 0 109390 108763 0.501437064812311 0.735501441845562
"343" 73 4 -1 48850 142938 0.254708323774167 0.279359954990556
"344" 73 5 1 160654 49657 0.763887766212894 0.747230082683183
"345" 73 6 1 125904 60346 0.675994630872483 0.712112466692496
"346" 73 7 0 173809 53902 0.763287676045514 0.726371327739734
"347" 73 8 -1 71920 174942 0.29133686027011 0.34797936735422
"348" 81 98 -1 71881 120595 0.373454352750473 0.421109796874645
